node_id,parent_id,version_label,makespan,delta_makespan_vs_parent,delta_makespan_vs_root,score,status,best_bound,relative_gap,elapsed_seconds,branches,conflicts,changed_fields,candidate,spec_hash,parent_spec_hash
0,,node_0000,55,,0,-55.00000001239525,optimal,55.0,0.0,0.012395247991662472,0,0,"[""backend"", ""branching"", ""encoding"", ""log_search_progress"", ""max_time_in_seconds"", ""notes"", ""redundant_bounds"", ""symmetry_breaking"", ""warm_start""]",candidates/node_0000.json,8b679bc48250e515,
1,0,node_0001,55,0,0,-55.00000000749833,optimal,55.0,0.0,0.0074983300000894815,15,0,"[""max_time_in_seconds"", ""notes""]",candidates/node_0001.json,ce30f33b662248a8,8b679bc48250e515
