node_id,parent_id,version_label,makespan,delta_makespan_vs_parent,delta_makespan_vs_root,score,status,best_bound,relative_gap,elapsed_seconds,branches,conflicts,changed_fields,candidate,spec_hash,parent_spec_hash
0,,node_0000,,,,,,,,10.022693003993481,,,"[""_raw""]",candidates/node_0000.py,0da46e3f05322cf7,
1,0,node_0001,,,,,,,,10.022085814009188,,,[],candidates/node_0001.py,0da46e3f05322cf7,0da46e3f05322cf7
